,name,link,city,medias,styles
315,Make Your Transition,https://shotgun.live/fr/venues/make-your-transition,Nancy,"{'Instagram': 'https://www.instagram.com/myt_makeyourtransition'}, {'SoundCloud': 'https://soundcloud.com/myt-makeyourtransition'}, {'Facebook': 'https://www.facebook.com/105759154180348'}","DISCO, TRANCE, ELECTRO, TECHNO, DEEP TECHNO, GERMAN TECHNO, INDUSTRIAL, HARD GROOVE, HARD TECHNO, HOUSE, HYPNOTIC TECHNO, MINIMAL HOUSE, TECH HOUSE"
316,PALMAROSA,https://shotgun.live/fr/venues/palmarosa,Montpellier,"{'Instagram': 'https://www.instagram.com/palmarosafestival'}, {'Spotify': 'https://open.spotify.com/user/312pnvd3unpoq7agquygjhey6m4m'}, {'Facebook': 'https://www.facebook.com/palmarosafestival'}","ROCK, POP, INDIE ROCK, CUMBIA, LIVE, DEEP HOUSE, TECH HOUSE"
317,Open Herbe Production - OHP,https://shotgun.live/fr/venues/open-herbe-production-ohp,Paris,"{'Instagram': 'https://www.instagram.com/openherbeprod'}, {'Facebook': 'https://www.facebook.com/profile.php'}","TRANCE, HOUSE, DISCO, DISCO HOUSE, MINIMAL HOUSE, PROGRESSIVE HOUSE, ELECTRO, TECHNO, ITALO DISCO, GARAGE, PROGRESSIVE TRANCE, EBM, DEEP HOUSE, MICRO HOUSE"
318,Les Disquaires,https://shotgun.live/fr/venues/les-disquaires,Paris,{'Instagram': 'https://www.instagram.com/lesdisquaires.club'},"TECHNO, REGGAETON, HOUSE, R&B, POP, DISCO, FORRÓ, ROCK, REGGAE, SOUL, RAP, BLUES, FUNK, PUNK, ITALO DISCO, TRAP, AFRO, HIP HOP, ELECTRO, JAZZ, NEW WAVE, CLUB, PSYCHEDELIC ROCK, METAL, BRAZILIAN, HARD GROOVE, AFROBEAT, CUMBIA, DISCO HOUSE, INDIE ROCK, POP ROCK, HYPERPOP, ALTERNATIVE DANCE, GARAGE, SYNTHPOP, TECH HOUSE, CHICAGO HOUSE, POST-PUNK, AMBIENT, ACID HOUSE"
319,BARBANEGRA,https://shotgun.live/fr/venues/barbanegra,Paris,"{'Instagram': 'https://www.instagram.com/barbanegraparis'}, {'TikTok': 'https://www.tiktok.com/@barbanegraparis'}","POP, AFRO HOUSE, RAP, POP ROCK, R&B, ROCK, HOUSE, DISCO HOUSE, MELODIC HOUSE & TECHNO, LATIN HOUSE, TECH HOUSE, HIP HOP, DEEP HOUSE, DISCO, AFRO"
320,Techno Win,https://shotgun.live/fr/venues/techno-win,Agen,"{'Instagram': 'https://www.instagram.com/techno__win'}, {'Facebook': 'https://www.facebook.com/profile.php'}","HARD TECHNO, HOUSE, TECHNO, ACID TECHNO, TRANCE"
321,GabbaCore,https://shotgun.live/fr/venues/gabba-core,Paris,"{'Instagram': 'https://www.instagram.com/gabbacore_'}, {'SoundCloud': 'https://soundcloud.com/gabbacore-879922410'}, {'TikTok': 'https://www.tiktok.com/@gabbacore_officiel'}, {'Facebook': 'https://www.facebook.com/profile.php'}","HARDSTYLE, HARDCORE, GABBER, HARD TECHNO, FRENCHCORE"
322,RE?VOLT,https://shotgun.live/fr/venues/re-volt,Toulouse,"{'Instagram': 'https://www.instagram.com/reevolt_by_wat_festival_'}, {'Facebook': 'https://www.facebook.com/REEVOLTbyWatFestival'}","HARD GROOVE, TRANCE, TECHNO, HARD TECHNO, ACID TECHNO, EURODANCE, GERMAN TECHNO, TECH HOUSE, HOUSE, DEEP TECH, DEEP TECHNO"
323,Night Pepper,https://shotgun.live/fr/venues/night-pepper,Paris,{'Instagram': 'https://www.instagram.com/nightpepper.event'},"HIP HOP, AFROBEAT, REGGAETON, R&B, AFRO, AFRO HOUSE, DANCEHALL, BRAZILIAN"
324,CONTOURS,https://shotgun.live/fr/venues/contours-festival,Paris,"{'Instagram': 'https://www.instagram.com/contours.festival'}, {'Facebook': 'https://www.facebook.com/contoursfestival'}","ELECTRO, HOUSE, TECHNO"
325,FIESTA DES SUDS,https://shotgun.live/fr/venues/fiesta-des-suds,Aix-Marseille,,"WORLD MUSIC, POP, HIP-HOP, CHANSON, RAP"
326,Bae Party,https://shotgun.live/fr/venues/bae-party,Paris,"{'Instagram': 'https://www.instagram.com/bae.party'}, {'SoundCloud': 'https://soundcloud.com/adoptbae'}, {'Facebook': 'https://www.facebook.com/baeparty'}","TRANCE, HOUSE, ELECTRO, TECHNO, AMBIENT, ACID TECHNO, PROGRESSIVE HOUSE, ELECTRO HOUSE, FUNK, PROGRESSIVE TRANCE, EURODANCE, TECH HOUSE, DEEP TECHNO, DANCE, INDIE DANCE, BASS, DISCO, BREAKBEAT, GHETTOTECH, ACID HOUSE"
327,wat festival,https://shotgun.live/fr/venues/wat-festival,Toulouse,"{'Instagram': 'https://www.instagram.com/wat.festival'}, {'Facebook': 'https://www.facebook.com/WatFestival.Techno'}","TECHNO, HARD TECHNO, EURODANCE, MICRO HOUSE, TECH HOUSE, GERMAN TECHNO, HOUSE, DEEP TECH"
328,Pelpass,https://shotgun.live/fr/venues/pelpass,Strasbourg,"{'Instagram': 'https://www.instagram.com/Pelpass'}, {'Facebook': 'https://www.facebook.com/Pelpass'}","POP, RAP, ELECTRO, HOUSE, POP ROCK, POST-PUNK, HIP HOP, ROCK"
329,Bricks Team,https://shotgun.live/fr/venues/bricks-team,Toulouse,"{'Instagram': 'https://www.instagram.com/bricksfestival'}, {'TikTok': 'https://www.tiktok.com/@bricksfestival'}, {'Facebook': 'https://www.facebook.com/bricksfestival'}","DEEP HOUSE, MELODIC HOUSE & TECHNO, DEEP TECHNO, HARD GROOVE, TRANCE, TECHNO, TECH HOUSE, AFRO, HOUSE, ELECTRO, AFRO HOUSE, RAP, HIP HOP, SOUL, DANCE, COUNTRY, EDM, DUB, DUB TECHNO, HARD TECHNO, MINIMAL TECHNO, HARD TRANCE, ACID TECHNO"
330,La Dame Bordeaux,https://shotgun.live/fr/venues/la-dame-bordeaux,Bordeaux,{'Instagram': 'https://www.instagram.com/ladamebordeauxclub'},"AFRO HOUSE, TECH HOUSE, DEEP HOUSE, HOUSE, MELODIC HOUSE & TECHNO"
331,OXYGN Production,https://shotgun.live/fr/venues/oxygn-production,Paris,"{'Instagram': 'https://www.instagram.com/oxygn.fr'}, {'YouTube': 'https://www.youtube.com/@@oxygn.production'}, {'TikTok': 'https://www.tiktok.com/@oxygn.prod'}, {'Facebook': 'https://www.facebook.com/oxygn.fr'}","ACID TECHNO, TECHNO, HARD GROOVE, TRANCE, HOUSE, AFRO HOUSE, TECH HOUSE"
332,Orka,https://shotgun.live/fr/venues/orka,Paris,"{'Instagram': 'https://www.instagram.com/orka.club'}, {'Facebook': 'https://www.facebook.com/orka.club.official'}","ELECTRO, TECHNO, MINIMAL TECHNO, MELODIC HOUSE & TECHNO, ACID TECHNO, DISCO HOUSE, HOUSE, DEEP TECHNO"
333,BIFROST AGENCY,https://shotgun.live/fr/venues/bifrost-agency,Caen,"{'Instagram': 'https://www.instagram.com/bifrost_event_fr'}, {'Facebook': 'https://www.facebook.com/bifrost.event'}","TECHNO, TRANCE, HARD TECHNO, HARDCORE, HARDSTYLE, ACID TECHNO, POP ROCK, PUNK, POST-PUNK"
334,Le Makeda,https://shotgun.live/fr/venues/le-makeda,Marseille,"{'Instagram': 'https://www.instagram.com/lemakeda13'}, {'Facebook': 'https://www.facebook.com/lemakeda13'}","FOOTWORK, BASS, AFRO, R&B, FOLK, BLUES, RAP, POP, HIP HOP, PSYCHEDELIC ROCK, AMBIENT, SOUL, BAILE FUNK, REGGAETON, JUNGLE, HARD TECHNO, ELECTRO, DANCEHALL, FUNK, CLUB, TECHNO, AFRO HOUSE, DUB, JERSEY CLUB, GHETTOTECH, POP ROCK, HOUSE, DISCO, BRAZILIAN, EBM, TRANCE, PUNK, GRIME, ROCK, INDIE ROCK"
335,MAISON ORANGE,https://shotgun.live/fr/venues/maison-orange,Nantes,"{'Instagram': 'https://www.instagram.com/maisonorange.eu'}, {'SoundCloud': 'https://soundcloud.com/maison-orange-eu'}, {'TikTok': 'https://www.tiktok.com/@maisonorange.eu'}, {'Facebook': 'https://www.facebook.com/maisonorange.eu'}","HARD TECHNO, HARD GROOVE, TECHNO, HARD TRANCE, TRANCE, ACID TECHNO, ELECTRO, HOUSE, TECH HOUSE"
336,BOOMKEUR LILLE,https://shotgun.live/fr/venues/boomkeur-lille,Lille,{'Instagram': 'https://www.instagram.com/boomkeur_lille'},"HARD TECHNO, HARD TRANCE, PSYTRANCE, INDUSTRIAL, TECHNO, HARD GROOVE, HARDCORE, HARDSTYLE, FRENCHCORE, ACID TECHNO, UK GARAGE, DETROIT TECHNO, GERMAN TECHNO, NEORAVE, TRANCE, DEEP TECHNO, HARDTEK, TRIBE, DRUM & BASS, BASS HOUSE, EXPERIMENTAL, BASS, TECH HOUSE, ACIDCORE, MELODIC HOUSE & TECHNO, HOUSE, AFRO HOUSE, MINIMAL TECHNO, DEEP HOUSE, ELECTRO HOUSE, DEEP TECH, PROGRESSIVE HOUSE, MINIMAL HOUSE"
337,LES ELECTROS D'UZES,https://shotgun.live/fr/venues/les-electros-d-uzes,Avignon,"{'Instagram': 'https://www.instagram.com/leselectrosduzes'}, {'Facebook': 'https://www.facebook.com/LesElectrosdUzes'}","ELECTRO, TECHNO, ELECTRO HOUSE, DEEP TECHNO"
338,Micromat records,https://shotgun.live/fr/venues/micromat-records,Paris,"{'Instagram': 'https://www.instagram.com/micromatrecords'}, {'SoundCloud': 'https://soundcloud.com/micromat-208323381'}, {'YouTube': 'https://www.youtube.com/@@micromat15'}, {'Facebook': 'https://www.facebook.com/MicroMatRecord'}","HOUSE, ELECTRO, TECHNO, DEEP HOUSE, DEEP TECH, ELECTRO HOUSE, TECH HOUSE, MICRO HOUSE, MINIMAL HOUSE"
339,BLACKOUT COLLECTIF,https://shotgun.live/fr/venues/blackout-collectif,Lyon,,"TRANCE, DEEP TECHNO, BREAKBEAT, TECHNO, HOUSE, HARD TRANCE, HARD TECHNO, ACIDCORE, EBM, ACID TECHNO, INDUSTRIAL, MINIMAL TECHNO, HARD GROOVE"
340,LGBTEVENTS,https://shotgun.live/fr/venues/lgbtevents,Paris,"{'Instagram': 'https://www.instagram.com/lgbtevents.fr'}, {'SoundCloud': 'https://soundcloud.com/morning-deviance'}, {'Facebook': 'https://www.facebook.com/lgbtevents.fr'}","ELECTRO, TECHNO, PROGRESSIVE PSYTRANCE, HOUSE, PROGRESSIVE HOUSE, TRIBAL HOUSE, MELODIC HOUSE & TECHNO, POP, K-POP, ELECTRO HOUSE, TECH HOUSE, DISCO HOUSE"
341,Woodstower,https://shotgun.live/fr/venues/woodstower,Lyon,"{'X': 'https://x.com/woodstower'}, {'Facebook': 'https://www.facebook.com/festival.woodstower'}","JUNGLE, TECHNO, REGGAE, R&B, AFRO, HIP HOP, RAP, ELECTRO, TECH HOUSE, ELECTRO HOUSE, POP, POP ROCK, HOUSE, DISCO, DRILL"
342,Boundless Collectif,https://shotgun.live/fr/venues/boundlesscollecti,Aix-Marseille,,"TECHNO, DEEP TECH, BASS, TRANCE, DUBSTEP, DRUM & BASS, PROGRESSIVE TRANCE, DEEP TECHNO, BREAKBEAT"
343,lena.asso,https://shotgun.live/fr/venues/lena-asso,Rennes,"{'Instagram': 'https://www.instagram.com/lena.asso'}, {'SoundCloud': 'https://soundcloud.com/lena-rennes'}, {'Facebook': 'https://www.facebook.com/Lenaaa.asso'}","POST-PUNK, DARK WAVE, TECHNO, ACID TECHNO, ACIDCORE, HYPNOTIC TECHNO, PROGRESSIVE TRANCE, TRANCE, ELECTRONICA, INDUSTRIAL, EXPERIMENTAL, SYNTHPOP, TRIBE, HARD TRANCE, PSYTRANCE, HARDCORE, ELECTRO, EBM, NEORAVE, HARD TECHNO, HARD GROOVE, ITALO DISCO, EURODANCE, HARDTEK"
344,Fabulous Paris,https://shotgun.live/fr/venues/fabulous-paris,Paris,{'Instagram': 'https://www.instagram.com/thefabulousparis'},"RAP, HIP HOP, R&B, CLUB"
345,LA CARTE,https://shotgun.live/fr/venues/la-carte,Paris,,"TRANCE, TECHNO, HARD TECHNO, HOUSE"
346,L'OLYMPIA,https://shotgun.live/fr/venues/l-olympia,Paris,"{'Instagram': 'https://www.instagram.com/olympiahall'}, {'Facebook': 'https://www.facebook.com/olympiabrunocoquatrix'}","R&B, ELECTRO, HIP HOP, RAP, POP, DANCEHALL, REGGAE, JAZZ, ITALO DISCO, POP ROCK, ROCK, HOUSE, ELECTRO HOUSE, AFRO HOUSE, TECH HOUSE"
347,Festival ID-ILE,https://shotgun.live/fr/venues/festival-id-ile,Avignon,"{'Instagram': 'https://www.instagram.com/idile_festival'}, {'TikTok': 'https://www.tiktok.com/@idile.festival'}, {'Facebook': 'https://www.facebook.com/festivalidileavignon'}","ELECTRO, HIP HOP, POP, RAP"
348,La Mona,https://shotgun.live/fr/venues/la-mona,Paris,"{'Instagram': 'https://www.instagram.com/lamonaparis'}, {'SoundCloud': 'https://soundcloud.com/monamusique'}, {'Spotify': 'https://open.spotify.com/user/315o6g5mwl5tq6mqxchy3yiykjtq'}, {'YouTube': 'https://www.youtube.com/@lamona1444'}, {'TikTok': 'https://www.tiktok.com/@lamonaparis'}, {'X': 'https://x.com/MonaParisParty'}, {'Facebook': 'https://www.facebook.com/MonaParisParty'}","HOUSE, DISCO, ELECTRO, DANCE, DISCO HOUSE, GARAGE, FUNK, ACID HOUSE, TECHNO, JAZZ, CLUB, ITALO DISCO, TECH HOUSE"
349,Wart,https://shotgun.live/fr/venues/wart,Paris,"{'SoundCloud': 'https://soundcloud.com/user-864315315-407692566'}, {'Spotify': 'https://open.spotify.com/user/si=1d8547b6c2b749d8'}, {'X': 'https://x.com/wartiste'}, {'Facebook': 'https://www.facebook.com/WARTISTEmusic'}","ELECTRONICA, NEW WAVE, TECHNO, ELECTRO, POP, HIP HOP, PUNK, MINIMAL TECHNO, JAZZ, RAP, POST-PUNK"
350,ABSTRVCT,https://shotgun.live/fr/venues/abstrvct,Paris,"{'Instagram': 'https://www.instagram.com/abstract.guardians'}, {'SoundCloud': 'https://soundcloud.com/abstractguardians'}","TECHNO, HARD GROOVE, HARD TRANCE, HARD TECHNO, HARDSTYLE, HARDCORE, NEORAVE, INDUSTRIAL, GABBER, GERMAN TECHNO, ACID TECHNO"
351,GoldenHour,https://shotgun.live/fr/venues/golden-hour,Paris,"{'Instagram': 'https://www.instagram.com/goldenhour.france'}, {'TikTok': 'https://www.tiktok.com/@goldenhourfrance'}, {'Facebook': 'https://www.facebook.com/goldenhour.france'}","HOUSE, AFRO HOUSE, DEEP HOUSE, DISCO HOUSE, UK GARAGE, DANCE, HIP HOP"
352,Pygments Records,https://shotgun.live/fr/venues/pygments-records,Paris,"{'Instagram': 'https://www.instagram.com/pygments.records'}, {'SoundCloud': 'https://soundcloud.com/pygments-records'}, {'YouTube': 'https://www.youtube.com/@pygmentsrecords'}, {'Facebook': 'https://www.facebook.com/id=100076739332122'}","TRANCE, TECHNO, PROGRESSIVE TRANCE, HARD TRANCE, HARD TECHNO, ACID TECHNO, ELECTRO, HOUSE, PROGRESSIVE HOUSE, ACID HOUSE, HARD GROOVE, BREAKBEAT, UK GARAGE, BASS, MINIMAL HOUSE, TECH HOUSE"
353,Foehn & Forêt à L'Ouest,https://shotgun.live/fr/venues/foehn-foret-a-l-ouest,Paris,"{'Instagram': 'https://www.instagram.com/foehn.event'}, {'SoundCloud': 'https://soundcloud.com/foehn-event-ms-concerts'}, {'Facebook': 'https://www.facebook.com/foehn.event'}","HOUSE, ELECTRO, TECHNO, MINIMAL HOUSE"
354,Metaxu Pantin,https://shotgun.live/fr/venues/metaxu-pantin,Pantin,"{'Instagram': 'https://www.instagram.com/metaxupantin'}, {'Spotify': 'https://open.spotify.com/user/312incfumzcxmlbwesx5ayfuxbvy'}, {'Facebook': 'https://www.facebook.com/metaxupantin'}","AFRO, SOUL, FUNK, EDM, HOUSE, JAZZ, R&B, COUNTRY, POP, ROCK, ELECTRO, ITALO DISCO, TECHNO, DISCO, HIP HOP, DANCEHALL, AFRO HOUSE, BAILE FUNK, BASS, TRAP, TECH HOUSE, POP ROCK, DUB, REGGAE, REGGAETON, SHATTA, ACID HOUSE, DISCO HOUSE, DEEP HOUSE, PROGRESSIVE TRANCE, RIDDIM, HARD GROOVE, AFROBEAT, POST-PUNK, SAMBA, JERSEY CLUB, FORRÓ, RAP, DUBSTEP, CUMBIA, INDIE ROCK"
355,GARAGE LILLE,https://shotgun.live/fr/venues/garage-lille,Lille,"{'Instagram': 'https://www.instagram.com/garage_les_lillois'}, {'TikTok': 'https://www.tiktok.com/@garage_les_lillois'}, {'Facebook': 'https://www.facebook.com/garageleslillois'}","TECHNO, FUNK, HOUSE, JAZZ, POP ROCK, SOUL, ROCK, HARD GROOVE, TRANCE, POP, RAP, DISCO HOUSE, DISCO, DANCE, DRUM & BASS, DUBSTEP, UK GARAGE, R&B, DRILL, HIP HOP, DOWNTEMPO, ELECTRO, PROGRESSIVE HOUSE, ITALO DISCO, MELODIC HOUSE & TECHNO, HARD TECHNO, ACID TECHNO, ACID HOUSE, CLUB, TECH HOUSE, BASS HOUSE"
356,MOONTRIP,https://shotgun.live/fr/venues/moontrip,Toulouse,"{'Instagram': 'https://www.instagram.com/moontrip.fr'}, {'SoundCloud': 'https://soundcloud.com/moontriprecords'}, {'Facebook': 'https://www.facebook.com/509037155944837'}","TRANCE, TECHNO, NEORAVE, HARD GROOVE, HARD TECHNO, ACID TECHNO, HOUSE, ELECTRO, HIP HOP, RAP, GHETTOTECH, EURODANCE"
357,Free Mousse Records,https://shotgun.live/fr/venues/free-mousse-records,Paris,"{'Instagram': 'https://www.instagram.com/freemousse_records'}, {'SoundCloud': 'https://soundcloud.com/free-mousse-records'}, {'Facebook': 'https://www.facebook.com/profile.php'}","HOUSE, ELECTRO, TECHNO, AMBIENT, DEEP HOUSE, DEEP TECH, MINIMAL HOUSE, PROGRESSIVE HOUSE, MINIMAL SYNTH, ELECTRO HOUSE, ACID HOUSE, BREAKBEAT"
358,42 Marches,https://shotgun.live/fr/venues/42-marches,Paris,{'Instagram': 'https://www.instagram.com/42__marches'},"HOUSE, ELECTRO, MINIMAL HOUSE, DISCO HOUSE, MELODIC HOUSE & TECHNO, HARD GROOVE, TRANCE, HARD TRANCE, TECH HOUSE, BREAKBEAT, ACID HOUSE, DEEP HOUSE, TECHNO, PROGRESSIVE HOUSE, MICRO HOUSE, ELECTRO HOUSE, MINIMAL TECHNO, DEEP TECH, AFRO HOUSE, DISCO, ITALO DISCO, SOUL, FUNK, TRIBAL HOUSE, CHICAGO HOUSE, DETROIT TECHNO, PROGRESSIVE TRANCE, SYNTHPOP, ELECTRONICA"
359,La Kermess,https://shotgun.live/fr/venues/la-kermess,Bordeaux,{'Instagram': 'https://www.instagram.com/la_kermess'},"HARD GROOVE, HARD TRANCE, HARD TECHNO, TRANCE, PSYTRANCE, TECHNO, HARDTEK, EURODANCE, ITALO DISCO"
360,MIIRAGE OFC,https://shotgun.live/fr/venues/miirage-ofc,Montpellier,{'Instagram': 'https://www.instagram.com/miirage_ofc'},"INDIE DANCE, AFRO HOUSE, PROGRESSIVE HOUSE, MELODIC HOUSE & TECHNO, ELECTRO HOUSE, HOUSE, ELECTRO, DOWNTEMPO, DEEP TECH, DEEP HOUSE, AFRO"
361,Rouen Tattoo Festival,https://shotgun.live/fr/venues/rouen-tattoo-festival,Le Havre,,
362,Maniac Paris,https://shotgun.live/fr/venues/maniac-paris,Paris,{'Instagram': 'https://www.instagram.com/maniac.paris_'},"DISCO, POP, ELECTRO, CLUB, DANCE"
363,Made in A,https://shotgun.live/fr/venues/made-in-a,Paris,{'Instagram': 'https://www.instagram.com/madeina_production'},"MELODIC HOUSE & TECHNO, HOUSE, DEEP HOUSE, AFRO HOUSE, TECH HOUSE, ELECTRO, AFRO, TECHNO, ELECTRO HOUSE, POP ROCK, RAP, HIP HOP"
364,Helios,https://shotgun.live/fr/venues/collectif-helios,Le Havre,"{'Instagram': 'https://www.instagram.com/helioscrew'}, {'Facebook': 'https://www.facebook.com/Agencemanegelehavre'}","HOUSE, DUB TECHNO, TECHNO, UK GARAGE, JAZZ, AFRO, MINIMAL HOUSE, GHETTOTECH, HARD GROOVE, INDIE DANCE, DISCO HOUSE, BASS, TRANCE, ACID HOUSE, PROGRESSIVE HOUSE, AFRO HOUSE, MINIMAL TECHNO, TECH HOUSE, DISCO"
365,Lumea,https://shotgun.live/fr/venues/lumea,Paris,"{'Instagram': 'https://www.instagram.com/lumea.paris'}, {'TikTok': 'https://www.tiktok.com/@lumea.paris'}, {'Facebook': 'https://www.facebook.com/lumea.paris'}","LATIN HOUSE, TECH HOUSE, AFRO HOUSE, HOUSE, DEEP HOUSE"
366,ARKETYP,https://shotgun.live/fr/venues/arketyp-d049e6e0-580c-42ed-aa8e-90df8cde7cce,Paris,"{'Instagram': 'https://www.instagram.com/arketyp.event'}, {'YouTube': 'https://www.youtube.com/@@Arketyp.assotech'}, {'TikTok': 'https://www.tiktok.com/@arketyp.event'}, {'Facebook': 'https://www.facebook.com/107296200687722'}","PSYTRANCE, TECHNO, PROGRESSIVE PSYTRANCE, DARK PSYTRANCE, HARD TECHNO, ACID TECHNO"
367,Nuit Interdite,https://shotgun.live/fr/venues/nuit-interdite,Paris,"{'Instagram': 'https://www.instagram.com/la_scarlette'}, {'TikTok': 'https://www.tiktok.com/@lascarlette1'}","HARD TRANCE, DANCE, HYPERPOP, TRANCE, TECHNO, ELECTRO, EURODANCE, POP, DISCO HOUSE"
368,La Java Concert - Live,https://shotgun.live/fr/venues/la-java-concert-live,Paris,"{'Instagram': 'https://www.instagram.com/lajavabelleville'}, {'Facebook': 'https://www.facebook.com/lajavabelleville'}","TRAP, HIP HOP, RAP, ROCK, ELECTRONICA, BREAKBEAT, AFRO, AFROBEAT, R&B, INDIE ROCK, PSYCHEDELIC ROCK, JAZZ, TECHNO, ELECTRO, HOUSE, HYPERPOP, HARD GROOVE, SOUL, METAL, PUNK, POP ROCK, NEW WAVE, POP, EXPERIMENTAL, DEEP HOUSE, DUBSTEP, POST-PUNK, TECH HOUSE, GARAGE, FUNK, DISCO, DISCO HOUSE, SAMBA, BAILE FUNK, UK GARAGE, DRUM & BASS, AMAPIANO, BLACK METAL, DANCEHALL, DANCE, TRANCE, AMBIENT, INDIE DANCE, HARDCORE, BLUES, CUMBIA, HARD ROCK, SYNTHPOP"
369,D3,https://shotgun.live/fr/venues/d3,Angers,"{'Instagram': 'https://www.instagram.com/d3_collectif'}, {'Facebook': 'https://www.facebook.com/d3collectif'}","HOUSE, AFRO HOUSE, ACID HOUSE, TECHNO, FUNK"
370,Loophole,https://shotgun.live/fr/venues/loophole,Paris,"{'Instagram': 'https://www.instagram.com/_loop__hole_'}, {'SoundCloud': 'https://soundcloud.com/loopholeparis'}, {'Facebook': 'https://www.facebook.com/loophole.paris'}","TECHNO, HARD GROOVE, DETROIT TECHNO, TRANCE, ELECTRO, GERMAN TECHNO"
371,Le Cargö,https://shotgun.live/fr/venues/le-cargo,Caen,"{'Instagram': 'https://www.instagram.com/cargocaen'}, {'Spotify': 'https://open.spotify.com/user/ejlqzlgiazzd6e0azk6xmuobe'}, {'YouTube': 'https://www.youtube.com/@@lecargo14'}, {'Facebook': 'https://www.facebook.com/LeCargo'}","REGGAE, RAP, HARD TECHNO, TECHNO, FRENCHCORE, HOUSE, POP, TRAP, BAILE FUNK"
372,LE GEORGES,https://shotgun.live/fr/venues/le-georges,Paris,{'Instagram': 'https://www.instagram.com/legeorgesofficiel'},"TECHNO, ELECTRO, MELODIC HOUSE & TECHNO, AFRO HOUSE, DEEP HOUSE"
373,OUTREBLEU,https://shotgun.live/fr/venues/outrebleu,Paris,"{'Instagram': 'https://www.instagram.com/outrebleu'}, {'SoundCloud': 'https://soundcloud.com/outrebleu'}, {'Facebook': 'https://www.facebook.com/outrebleu.project'}","DEEP TECHNO, TECHNO, AMBIENT, HYPNOTIC TECHNO, EXPERIMENTAL"
374,La dame Noir,https://shotgun.live/fr/venues/la-dame-noir,Marseille,"{'Instagram': 'https://www.instagram.com/la_dame_noir_marseille'}, {'SoundCloud': 'https://soundcloud.com/la-dame-noir'}","DISCO HOUSE, INDIE DANCE, ITALO DISCO, ACID HOUSE, DISCO, HOUSE, TECHNO, INDIE ROCK, AFRO HOUSE, ACID TECHNO, CLUB, ALTERNATIVE DANCE, MELODIC HOUSE & TECHNO, DEATH METAL, ELECTRO, EBM, DETROIT TECHNO, DOWNTEMPO"
375,POUSH,https://shotgun.live/fr/venues/poush,Aubervilliers,{'Instagram': 'https://www.instagram.com/poush'},"ELECTRO, BAILE FUNK, GARAGE, JAZZ, TECHNO, BREAKCORE"
376,SUNRAVE,https://shotgun.live/fr/venues/sunrave,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/sunrave_techno'}, {'Facebook': 'https://www.facebook.com/sunravetechno'}","HARDTEK, TECHNO, HARD GROOVE, ACID TECHNO, DRUM & BASS, ACIDCORE, TRIBE, HARD TECHNO, HARDCORE, REGGAE, DUB, JUNGLE, BASS HOUSE, HARD TRANCE, HOUSE"
377,La Belle Époque,https://shotgun.live/fr/venues/la-belle-epoque,Nantes,"{'Instagram': 'https://www.instagram.com/itslabelleepoque'}, {'Spotify': 'https://open.spotify.com/user/31lsvw274ykrfmokzvinbpa2sbli'}, {'YouTube': 'https://www.youtube.com/@@itslabelleepoque'}, {'Facebook': 'https://www.facebook.com/itslabelleepoque'}","FUNK, DANCE, DISCO, HOUSE, MELODIC HOUSE & TECHNO, AFROBEAT, DEEP HOUSE, DISCO HOUSE, AFRO HOUSE, PROGRESSIVE HOUSE, SOUL, ITALO DISCO, AFRO"
378,Venus Club,https://shotgun.live/fr/venues/venus-club,Paris,"{'Instagram': 'https://www.instagram.com/venusclubofficiel'}, {'SoundCloud': 'https://soundcloud.com/venusclubofficiel'}, {'TikTok': 'https://www.tiktok.com/@venusclubofficiel'}, {'X': 'https://x.com/venuscluboff'}, {'Facebook': 'https://www.facebook.com/VenusClubOfficiel'}","TECHNO, HOUSE, ELECTRO, ACID TECHNO, TRANCE, ACID HOUSE, BAILE FUNK, INDIE DANCE, DISCO, DISCO HOUSE, BASS, PROGRESSIVE TRANCE, ITALO DISCO, AFRO HOUSE"
379,aufildusonparis,https://shotgun.live/fr/venues/aufildusonparis,Paris,"{'Instagram': 'https://www.instagram.com/aufildusonparis'}, {'SoundCloud': 'https://soundcloud.com/aufildusonparis'}, {'Spotify': 'https://open.spotify.com/user/aufildusonparis'}, {'Facebook': 'https://www.facebook.com/aufildusonparis'}","TECH HOUSE, ELECTRO, HOUSE, ACID HOUSE, TRANCE, TECHNO, HARD TECHNO, INDIE DANCE, AFRO HOUSE, DANCE, DISCO HOUSE, DEEP HOUSE, DISCO"
380,Les Viatiques,https://shotgun.live/fr/venues/les-viatiques,Bordeaux,"{'Instagram': 'https://www.instagram.com/les_viatiques'}, {'Facebook': 'https://www.facebook.com/lesviatiques'}","MINIMAL HOUSE, HOUSE, AMBIENT, ELECTRO, TECHNO, DEEP HOUSE, TRANCE, TECH HOUSE, DUB TECHNO"
381,Apero Electronique,https://shotgun.live/fr/venues/apero-electronique,Paris,"{'Instagram': 'https://www.instagram.com/aperoelectronique75'}, {'SoundCloud': 'https://soundcloud.com/ae75'}, {'Facebook': 'https://www.facebook.com/1610394212339547'}","TECHNO, TRANCE, HOUSE, HARD GROOVE, PROGRESSIVE HOUSE, ELECTRO, PROGRESSIVE TRANCE, HARD TECHNO, EXPERIMENTAL, GERMAN TECHNO, ITALO DISCO, DISCO"
